image_id,file_name,url,captions
241876,000000241876.jpg,http://images.cocodataset.org/train2017/000000241876.jpg,A cat standing on the toilet bowl seat|A cat is perched on the top of a toilet seat in the bathroom.|A cat on the lid of a toilet looking perturbed.|A blurry picture of a cat standing on a toilet.|A cat standing on a toilet with an open lid.
193680,000000193680.jpg,http://images.cocodataset.org/train2017/000000193680.jpg,Full grown cat laying down and sleeping on top of a car. |A orange cat taking a nap on top of a car.|A fluffy cat sleeping on top of a red car.|A cat napping on a red car in a driveway.|An orange cat sleeping on top of a red car.
251639,000000251639.jpg,http://images.cocodataset.org/train2017/000000251639.jpg,A cat checking out a bike that is upside down.|A cat sniffing an upside down blue bicycle.|A grey cat sniffing a bicycle in a living room.|A cat sniffing at a upside down bike in a living room |A gray cat is looking at an upside down blue bicycle.
288639,000000288639.jpg,http://images.cocodataset.org/train2017/000000288639.jpg,A calico cat drinking water from a running tap in a bathroom.|A cat drinking water out of a sink.|A cat on the sink drinking from a water faucet.|a brown black and white cat drinking water from a bathroom faucet|A cat drinking water from a bathroom sink.
514537,000000514537.jpg,http://images.cocodataset.org/train2017/000000514537.jpg,A cat is drinking from inside the toilet bowl|A cat drinks from a toilet in a bathroom.
540669,000000540669.jpg,http://images.cocodataset.org/train2017/000000540669.jpg,A cat sitting on a kitchen counter near a window.|This is an image of a cat sitting on a desk.|A fluffy cat sitting on a desk by a window.|A black and white cat sitting on someones' desk.|A cat sitting on a desk next to a window.
283904,000000283904.jpg,http://images.cocodataset.org/train2017/000000283904.jpg,A small cat looking over a ledge onto the ground. |A cat walking on the top of an open door.|A kitty cat walks along the edge of a ledge.
148737,000000148737.jpg,http://images.cocodataset.org/train2017/000000148737.jpg,A cat lying on a hard wood floor in front of a bookshelf.|A cat is on the floor by a large bookcase.|a cat on a wooden floor in front of a tall book shelf|A cat sitting on a hard wood floor in front of a large library of books.|A cat sitting on the wood floor cleaning itself.
371117,000000371117.jpg,http://images.cocodataset.org/train2017/000000371117.jpg,Black and white cat with collar peeking out from behind monitor|A cat sitting next to a computer monitor next to a speaker.|A black and white cat is sitting behind a speaker.|A black and white cat sitting on the side of a computer monitor.|A cat peeking around the side of a computer screen.
506151,000000506151.jpg,http://images.cocodataset.org/train2017/000000506151.jpg,a grey and white cat sits on a table near a microwave.|A domestic cat rests on a kitchen table in front of a microwave.|The grey cat is sitting on the edge of the table.|A cat lying on a table near a microwave.
48419,000000048419.jpg,http://images.cocodataset.org/train2017/000000048419.jpg,Small grey cat crawling over a woman's stomach. |A cat looking down at the person lying on the bed.|A tabby house cat walking all over it's owner. 
411685,000000411685.jpg,http://images.cocodataset.org/train2017/000000411685.jpg,A cat sitting on a toilet seat drinking water from a toilet.|A black cat half-submerged in a toilet while drinking out of it.|A cat sitting on a toilet seat with its head immersed inside the toilet bowl.|A cat has his face buried in the bowl of a white toilet.
36124,000000036124.jpg,http://images.cocodataset.org/train2017/000000036124.jpg,this is an image of a cat under a car.|A cat lying down on the road next to a car.|A cat lays on the concrete and looks underneath an object.|A cat laying on the pavement in front of a house.  |an orange and white cat is sitting under a car
377867,000000377867.jpg,http://images.cocodataset.org/train2017/000000377867.jpg,A black and white cat sitting in front of a bicycle parked by a tree.|A cat sitting next to a white bicycle on a green lawn.|A cat sits next to a bike that is garnished with flowers. 
145448,000000145448.jpg,http://images.cocodataset.org/train2017/000000145448.jpg,A cat sleeping on a grey tarp on top of a car.|A cat is lying on a tarp that covers a vehicle.|A cat lays on a tarp covering a vehicle in front of a restaurant.|Big cat sits atop a car while two men dine at a restaurant.
265313,000000265313.jpg,http://images.cocodataset.org/train2017/000000265313.jpg,Two cats laying down playing with each other.|Two domestic cats engaged in a physical confrontation.|Two cat lying on a floor playing with each other|Two cats lay next to each other and appear to be unhappy.|Two cats play fighting while laying on a white floor.
416668,000000416668.jpg,http://images.cocodataset.org/train2017/000000416668.jpg,"The black cat is alert, lying in front of the bathroom sink.|a black cat sitting in a sink in a bathroom|a black cat sitting in a bathroom sink|A black cat is huddled in the bathroom sink for a perfect fit.|A large black cat sits inside of an empty bathtub."
434891,000000434891.jpg,http://images.cocodataset.org/train2017/000000434891.jpg,A picture of a cat on a bike panted on a garage door.|An urban garage door painted with a cat riding a bicycle.|A gate has a graffiti picture of a cat riding a bike.|An image on a gate of a cat on the bike. 
13296,000000013296.jpg,http://images.cocodataset.org/train2017/000000013296.jpg,a man on a bicycle dressed up like the cat in the hat
243456,000000243456.jpg,http://images.cocodataset.org/train2017/000000243456.jpg,two black cats sitting by a window looking outside|Two cats sitting on a  sill looking out the window|Two cats in an office look out the window.|two cats in a home office looking out of a window|The large adult cats sit calmly on a work desk.
45208,000000045208.jpg,http://images.cocodataset.org/train2017/000000045208.jpg,a black cat sitting in a white bathtube looking down|The top of a black cat sitting down. |A small black cat sitting on the ground.|A small clack cat sitting in  a white bathtub|A black cat sits in a cream tub.
463825,000000463825.jpg,http://images.cocodataset.org/train2017/000000463825.jpg,a cute kitty cat in the sink of a bathroom near a brush and other items|A cat climbing into a bathroom sink looking at someone|A cat looks up as it stands in the bathroom sink.|A large cat stands inside of a clean bathroom sink.
304447,000000304447.jpg,http://images.cocodataset.org/train2017/000000304447.jpg,Two cats destroying a roll of toilet paper in a bathroom on a blue towel.|A cat in a bathroom with toilet paper on the floor.|a cat playing with a roll of toilet paper in the bathroom
72810,000000072810.jpg,http://images.cocodataset.org/train2017/000000072810.jpg,A cat on a  bike seat near a bench|A cat sits on the seat of a bicycle and looks down at another cat on a snowy day.|A cat standing on a bicycle that is leaning against a bench.
578632,000000578632.jpg,http://images.cocodataset.org/train2017/000000578632.jpg,An orange cat sleeping on the hood of a car|An orange cat sitting in the middle of a car hood.|Large cat laying down asleep on top of a car. |A cat sitting on the hood of a car.|A large orange cat sleeps on the hood of a car.
41271,000000041271.jpg,http://images.cocodataset.org/train2017/000000041271.jpg,The two cats are eating from their respective bowls.|Two cats eating from a plate and a bowl on the floor.|Two cats eating out of separate bowls on the floor|Two cats eating food from bowls on a black and white checkered tile floor.|Two cats facing each other eating dinner from bowls inside.
283505,000000283505.jpg,http://images.cocodataset.org/train2017/000000283505.jpg,A bike parked next to a cat leaning up against a stone wall.|A bicycle set up again a fence with a cat nearby|an image of a bike parked next to a cat |A bicycle is parked outside of a stone building with a cat lying next to it.
189939,000000189939.jpg,http://images.cocodataset.org/train2017/000000189939.jpg,A black and white cat in a bathroom sink.|A black and white cat sitting in a bathroom sink.|A black and white cat sits in a white sink.|A black and white cat laying in the bathroom sink.|A black and white cat is lounging in a bathroom sink.
483249,000000483249.jpg,http://images.cocodataset.org/train2017/000000483249.jpg,"Two cats are curled up on the hood of a car.|Two dark, stripped cats sit on the hood of a silver car.|two cats curled up on top of a car hood|A couple of cats sleeping on a car hood."
148968,000000148968.jpg,http://images.cocodataset.org/train2017/000000148968.jpg,A tiger cat sitting on top of a white purse.|A cat sitting right next to an open purse|A tabby cat laying on top of a purse.|an image of a cat sitting in a purse|A striped cat sleeping on someones white purse
188651,000000188651.jpg,http://images.cocodataset.org/train2017/000000188651.jpg,"The picture of a cat under a car.|A white cat is sitting under a car.|A cat lays on the ground underneath a vehicle.|a cat chillin under a car, asking to get run over"
341659,000000341659.jpg,http://images.cocodataset.org/train2017/000000341659.jpg,A cat sitting on a car cleaning itself.|A cat laying on top of a white car.|A parked car with a cat laying on top of it.|A cat gives itself a bath on the hood of a car.|A cat cleaning itself on the hood of an old car.
533026,000000533026.jpg,http://images.cocodataset.org/train2017/000000533026.jpg,One black and grey cat crawling under a white bathtub.|A bathroom scene with a cat under the bathtub.|A picture of a cat underneath a sink.|a bathroom with a cat underneath a bath tub
352196,000000352196.jpg,http://images.cocodataset.org/train2017/000000352196.jpg,A cat is pushing a door open with paws while laying down.|A cat that is playing on the ground with a door.|A yellow cat with stripes laying on its side next to a door and looking up.|a small cat pushes up against a door.|An orange tabby cat rests on the ground in front of a white wooden door.
475923,000000475923.jpg,http://images.cocodataset.org/train2017/000000475923.jpg,A healthy cat us lying I. The step if a house
437556,000000437556.jpg,http://images.cocodataset.org/train2017/000000437556.jpg,A kitten is eating cat food from its dish.|A cat that is eating some food on the ground.|Black and white cat eating from a bowl. |a cat eats out of their food bowl dramaticly
264976,000000264976.jpg,http://images.cocodataset.org/train2017/000000264976.jpg,A cat has learned to use a toilet made for people. |A cat climbs out of an open toilet. |A cat is using the toilet in a white tile bathroom.|a cat with its hind legs in a toilet|There is a cat standing in a toilet.
553698,000000553698.jpg,http://images.cocodataset.org/train2017/000000553698.jpg,A cat sitting on top of a pile of books in a city.|A cat sits on top of a stack of magazines. |A cat sitting on a pile of books.|A cat that is sitting on some books.|The cat stands on top of the stack of books at the newsstand.
435316,000000435316.jpg,http://images.cocodataset.org/train2017/000000435316.jpg,A grey and white cat watching water drain from a sink.|a close up of a cat with watching water drain down a sink|A cat watching water go down a sink drain|A young cat is staring intently down a drain.|A cat standing in a sink next to a drain.
325356,000000325356.jpg,http://images.cocodataset.org/train2017/000000325356.jpg,A cat is sitting in a sink in a bathroom.|A tiger cat sitting in a bathroom sink next to a tub.|Young calico cat hides out inside the sink|a little cat sitting in a bathroom sink and looking at the camera 
434958,000000434958.jpg,http://images.cocodataset.org/train2017/000000434958.jpg,a close up of a person holding a cat in a car
479440,000000479440.jpg,http://images.cocodataset.org/train2017/000000479440.jpg,A white cat sitting on the floor next to a feeding dish and a mat.|A white fluffy cat sitting on the floor next to a towl|A white cat sits on the floor beside a brown towel. |a white cat sitting on the floor next to her food bowls|A white kitty cat sitting on a floor near a dish and a red towel.
114726,000000114726.jpg,http://images.cocodataset.org/train2017/000000114726.jpg,A cat perching on top of an open door.|A black and white cat sitting on top of cabinets.|a close up of a cat on top of a door |an image of a cat perched on top of a wooden ledge
117891,000000117891.jpg,http://images.cocodataset.org/train2017/000000117891.jpg,A gray and white cat sitting in blue bowl.
395290,000000395290.jpg,http://images.cocodataset.org/train2017/000000395290.jpg,A cat is perched on top of a parked car.|A cat that is on top of a car.|A white cat is standing on the top of a car. |A cat is sitting on the hood of a car in a residential area.|A cat sitting on top of a car roof 
343708,000000343708.jpg,http://images.cocodataset.org/train2017/000000343708.jpg,A cat is riding in a lift bucket while parked in a parking lot.
103806,000000103806.jpg,http://images.cocodataset.org/train2017/000000103806.jpg,A black cat on a home kitchen floor|A black cat is in the middle of a kitchen floor.|A fat black cat is laying in the middle of a kitchen floor. |a cat laying on the floor of a kitchen|A cat on a kitchen floor peering intently at the refrigerator
218924,000000218924.jpg,http://images.cocodataset.org/train2017/000000218924.jpg,a cat inside of a toilet bowl in a bathroom|A small cat has it's front paws inside a toilet.|a cat standing on the edge of a toilet bowl with its front paws inside of the toilet.|an image of a cat in a toilet with the water
562289,000000562289.jpg,http://images.cocodataset.org/train2017/000000562289.jpg,A CAT IS SITTING NEAR A TOILET SEAT|A cat is peering out from behind a toilet.|Small grey and white cat sticking its head out from behind a toilet. |A cat sitting behind a white toilet next to a rug.|gray and white cat hiding underneath a toilet
51880,000000051880.jpg,http://images.cocodataset.org/train2017/000000051880.jpg,"A chubby cat sits under a parked car in the shade.|A scowling cat sitting in the shade under a car.|A cat underneath a white car, probably in korea.|A orange and white cat sitting underneath a white bush.|A cat is sitting under a white vehicle"
570528,000000570528.jpg,http://images.cocodataset.org/train2017/000000570528.jpg,a brown cat sitting inside a fancy bowl|A cat is sitting in a white bowl.|A cat looking back is sitting in a bowl.|A large orange cat sitting in a white glass bowl.|A cat sitting in a bowl on a table looking at the camera.
229740,000000229740.jpg,http://images.cocodataset.org/train2017/000000229740.jpg,A yellow striped cat sitting on a bathroom sink.|A cat is sitting on top of a bathroom sink.|A cat is sitting on a bathroom sink near a water bottle.|Close up of a cat sitting on countertop in a bathroom|A cat makes a face as it sits on a bathroom counter.
84124,000000084124.jpg,http://images.cocodataset.org/train2017/000000084124.jpg,A cat climbing up the wall between two windows.|A gray cat climbing a white door with glass panels.|A cat is clinging to the handle on an outside door.|A cat perched on the handle of a glass door.|A large cat climbing up the side of a window.
172627,000000172627.jpg,http://images.cocodataset.org/train2017/000000172627.jpg,A yellow smiley face cat sitting on a white plate.
29587,000000029587.jpg,http://images.cocodataset.org/train2017/000000029587.jpg,Black and white cat sitting on a man's head in front of a storefront.|The cat is sitting on top of a man's head.|A cat is sitting on top of a man's head.|A cat is sitting on top of a man's hat.|A man wearing a blue hat with a cat on top of his head.
67164,000000067164.jpg,http://images.cocodataset.org/train2017/000000067164.jpg,White cat looking out a closed car window.|A white cat looking out of the window of a car.|A white cat sitting in the drivers seat of a car.
68878,000000068878.jpg,http://images.cocodataset.org/train2017/000000068878.jpg,a cat that is parked on a purple car|A grey cat sitting on the hood of black car.|a cat sitting on the hood of a car|A cat that is sitting on the hood of a car.|Tabby cat sitting on the hood of a blue car.
38769,000000038769.jpg,http://images.cocodataset.org/train2017/000000038769.jpg,A cat looks bewildered on top of a dash|A cat is sitting on the dashboard of a car.|A cat perched on a car dashboard travelling on a street.|Grey and black striped cat sitting on the hood of a car. |A cat is sitting on the top of a car's dashboard.
347879,000000347879.jpg,http://images.cocodataset.org/train2017/000000347879.jpg,A cat in a sink and having his/her head stick out.|A little cat peeking up from inside a bathroom sink.|A cat peeking out from a bathroom sink.|A brown cat laying in a white bathroom sink.|A picture of a cat lying inside a dry sink
56373,000000056373.jpg,http://images.cocodataset.org/train2017/000000056373.jpg,A image of a cat at the doorstep looking outside|a cat sitting on a  gravel ground inside of a wooden doorway.|a close up of a cat laying on the ground near a door|The cat is laying down in the shade. |A grey and white cat sitting at foot of a doorway.
333140,000000333140.jpg,http://images.cocodataset.org/train2017/000000333140.jpg,"This is a picture of a black cat by a computer.|A black cat sitting at a computer desk topped with a monitor.|A black cat setting on a computer desk.
|Black, green-eyed cat sitting by a computer desk and monitor.|The cat is at the desk near the computer."
360510,000000360510.jpg,http://images.cocodataset.org/train2017/000000360510.jpg,A cat laying on to of a car roof.|A brown and black cat lying on top of a car.|A cat sitting on top of a convertible car in a carport. |a cat is resting on top of a car. |Orange and black cat sitting on the hood of a car.
504167,000000504167.jpg,http://images.cocodataset.org/train2017/000000504167.jpg,A cat with bright blue eyes and long white whiskers|A cat looks to the left side of the frame.  |A cat looking off to it's right with bright blue eyes.|A gray and white cat looking off into the distance.
46877,000000046877.jpg,http://images.cocodataset.org/train2017/000000046877.jpg,a cat sitting outside a window looking in |an image of a cat looking into a window|A black and white cat waiting outside the window.|A grey and white cat outside looking into a window.
336372,000000336372.jpg,http://images.cocodataset.org/train2017/000000336372.jpg,A cat near the back of a car tire.
190326,000000190326.jpg,http://images.cocodataset.org/train2017/000000190326.jpg,A couple of cats rest on tops of different vehicles.|A cat is standing on the hood of a car and another cat is sitting on a motorcycle.|Two cats sitting on a parked scooter and car.|A cat standing on top of a car trunk next to a parked motorcycle.|A cat sitting on a car hood next to another cat sittiing on a scooter.
325768,000000325768.jpg,http://images.cocodataset.org/train2017/000000325768.jpg,a cat sitting on a motorcycle next to a sidewalk.
488387,000000488387.jpg,http://images.cocodataset.org/train2017/000000488387.jpg,A motorcycle with the front wheel locked and a cat sitting on the seat near a building.|A cat sits on the seat of a motorized scooter. |A blue motor scooter with a cat sitting on it.|A cat sitting on a scooter parked below a window.|A cat is sitting on the seat of a blue motor-bike. 
73861,000000073861.jpg,http://images.cocodataset.org/train2017/000000073861.jpg,A large black cat laying on a tiled floor.|Black cat lying on smooth tiled kitchen floor.|A kitchen with clutter countertops and a cat lying on the floor.|A black cat laying down on a tile floor in a kitchen.|A cat laying in the middle of a kitchen.
546210,000000546210.jpg,http://images.cocodataset.org/train2017/000000546210.jpg,a man sleeping on couch with a blanket with a cat sleeping on top of him|A man lying down on a couch with a cat on top of him|A white and black cat laying on blanket on top of man.
280736,000000280736.jpg,http://images.cocodataset.org/train2017/000000280736.jpg,A cat sitting outside on some cobble stone.|A tan cat sitting on a stone patio|a cat standing around on some bricks outside.|A cat looking to its left while sitting on a sidewalk.
27463,000000027463.jpg,http://images.cocodataset.org/train2017/000000027463.jpg,A cat sitting on top of a seat behind a steering wheel.|A cat sitting in the driver's seat of a car.|A cat sitting in front of a car steering wheel.|Grey tabby cat sitting in the drivers seat of a car.|A cat is sitting in the driver's seat while staring at the pedals.
327177,000000327177.jpg,http://images.cocodataset.org/train2017/000000327177.jpg,A brown and white cat sitting on the roof of car.|A cat sitting on the roof of a parked car.|A cat sitting on top of a parked car.|A cat sitting on top of a green car.|an orange black and white cat sitting on a blue car
437126,000000437126.jpg,http://images.cocodataset.org/train2017/000000437126.jpg,A cat looking inquisitively over the top of a car seat.|A cat sitting on the back of a car seat.|The cat is looking over the car seat.|A black cat laying down on a car seat.|A grey cat leans over the back seat of a car.
557451,000000557451.jpg,http://images.cocodataset.org/train2017/000000557451.jpg,A cat is looking intently ahead at something.|The cat is hiding under something and looking into the distance |A cat sitting underneath a bike on a street.|A white cat sits near a tire as it crouches on the ground.|White and gray cat looking past spoked wheel.
254045,000000254045.jpg,http://images.cocodataset.org/train2017/000000254045.jpg,One black and white colored cat sitting on top of the toilet.|There is a tuxedo cat standing on a toilet seat|A black cat is standing on the toilet looking at the camera. |A black and white cat sitting on top of a toilet seat.|A cat stands on the seat of a toilet.
171753,000000171753.jpg,http://images.cocodataset.org/train2017/000000171753.jpg,A big orange cat sitting on a wooden bench.|An orange cat sitting on top of a white bench next to a bike.|The large cat is sitting on the bench on the side of the house where the bike is parked. |A golden cat sitting on a bench in front of a bicycle.|a cat sitting on a white bench next to a building
210012,000000210012.jpg,http://images.cocodataset.org/train2017/000000210012.jpg,A woman fixes food in the kitchen while a cat sits behind her.
471251,000000471251.jpg,http://images.cocodataset.org/train2017/000000471251.jpg,an image of a cat that is lying on the bathroom floor|A cat sleeping on a small rug on a tile floor next to a scale.|A cat is sleeping on a round pink rug.|A cat sleeps on a round fuchsia rug.
387478,000000387478.jpg,http://images.cocodataset.org/train2017/000000387478.jpg,There is a black and white photo of a cat behind a fence
227730,000000227730.jpg,http://images.cocodataset.org/train2017/000000227730.jpg,A tabby cat snuggled up in a bowl.|A cat is laying in a bowl with a receipt.|A cat is laying inside of a plastic bowl.|A cat is curled up inside a bowl. 
322353,000000322353.jpg,http://images.cocodataset.org/train2017/000000322353.jpg,an image of a cat that is sitting on the sink|The large cat is laying down above the kitchen sink. |A cat laying on a window sill over a sink.|this cat is sitting on the window ledge in the tiled kitchen.|A cat sitting on top of a window sill over a sink.
449660,000000449660.jpg,http://images.cocodataset.org/train2017/000000449660.jpg,"A couple of cats sitting on the ground.|Two cats looking out a window sitting on striped rug
|Two cats seen from behind sitting by a window on a carpet.|Two cats sitting on a rug looking out of a window.|Two cats sitting behind a window on top of a bed."
84749,000000084749.jpg,http://images.cocodataset.org/train2017/000000084749.jpg,A cat sits in the shadow of a blue doorway.|A cat curled up in the shade on a door stoop.|A cat is sleeping outside near a door.|A cat curled op in the shade on a doorstep|A cat sleeps on a concrete hearth of a building
581157,000000581157.jpg,http://images.cocodataset.org/train2017/000000581157.jpg,A cat lying on carpet next to a fishbowl.|a cat laying on the floor next to a fish bowl|A cat is laying on a floor next to a fishbowl. |A brown and black cat is sitting on a floor next to a fish bowl.|A cat sitting next to an empty fish bowl.
124462,000000124462.jpg,http://images.cocodataset.org/train2017/000000124462.jpg,A orange tabby cat laying down on a black car|An orange cat laying on the hood on a car.|A cat sits on top of a black car.|A yellow cat sleeping on the hood of a black car parked in the garage.|A cat that is sitting on top of a black car.
496402,000000496402.jpg,http://images.cocodataset.org/train2017/000000496402.jpg,A man playing chess as a cat watches in the other chair.|a person playing chess with a cat sitting across the chess player|A guy playing a chess board with a cat across from him.|A man seated at a chessboard with a cat on the other side.
233446,000000233446.jpg,http://images.cocodataset.org/train2017/000000233446.jpg,A cat sitting on the steps in front of its cat door.|A black and white cat laying across cement steps.|A cat lies on the door step in front of the pet door|a cat laying on concrete steps near a door|A cat that is sitting by a door.
497443,000000497443.jpg,http://images.cocodataset.org/train2017/000000497443.jpg,A black cat sitting on ledge of bathtub next to flowing water.|A cat watches a tub filling up with water.|A cat watching a bathtub fill up with water.|a black cat is sitting by a faucet of running water in a tub|A cat sitting on the edge of a tub with the faucet running.
94651,000000094651.jpg,http://images.cocodataset.org/train2017/000000094651.jpg,A cat draped in a boa standing on a desk next to another cat.|A cat with a pink fedora draped over it and another cat stand on a desk.|Two cats on a desk and one wears pink feathers across the back.|Two cats on desk next to file shelves and computer.|A couple of cats standing on top of a desk.
143876,000000143876.jpg,http://images.cocodataset.org/train2017/000000143876.jpg,"One cat inside a car and other on top of it,|Two cats in a vehicle with one laying in the dashboard and one perched looking out the side window.|Two white cats watching out the window of a car.|A cat inside a truck and a cat sitting on top of a truck.|A brown car with two cats inside of it"
463066,000000463066.jpg,http://images.cocodataset.org/train2017/000000463066.jpg,a cat in a bath room looking inside of a toilet bowl|A cat stands at the seat of a toilet.|A grey and white cat sticking its head into a toilet.|A cute little cat sticking its head in a toilet.|A cat perched on top of  a white toilet seat.
494345,000000494345.jpg,http://images.cocodataset.org/train2017/000000494345.jpg,A black white and brown cat looking into a toilet bowl|A cat standing on a toilet seat looking in the bowl.|A cat sitting on top of a toilet seat in a bathroom.|a cat is climbing from a window sill on top of a toilet seat|A cat with hind legs on the edge of the bathtub and front paws on the toilet seat.
63950,000000063950.jpg,http://images.cocodataset.org/train2017/000000063950.jpg,A cat laying in a white sink next to a toilet.|A black and white cat laying in a bathroom sink.|The cat is relaxing in the bathroom sink.|Black and White cat lays inside of the sink|A black and white cat is sitting in the sink.
194313,000000194313.jpg,http://images.cocodataset.org/train2017/000000194313.jpg,A black and white cat laying on white sink.|A black and white cat laying down in a bathroom sink with it's head up.|A black and white cat is sitting on the bathroom sink.|Black and white cat resting on the edge of a sink|A black cat laying on a bathroom sink.
501788,000000501788.jpg,http://images.cocodataset.org/train2017/000000501788.jpg,A black and white cat near a wall on a cobbled street|A cat sitting on haunches next to a wooden door.|A cat on the ground by a very old door leaning against a wall.|A cat of some sort near a door of some sort.|A black and white cat standing in front of a building.
103757,000000103757.jpg,http://images.cocodataset.org/train2017/000000103757.jpg,The cat looks down intently from the toilet.|A cat on a toilet seat of some sort.|A small cat sitting on top of a bowl.|a little cat with a blue collar standing on a toilet |A cat perched on a toilet seat looking down at the floor
216428,000000216428.jpg,http://images.cocodataset.org/train2017/000000216428.jpg,A cat on a toilet seat in some dirty washroom.|A cat is standing on top of a toilet.|A black and white cat standing on top of a white toilet.|a cat drinking from a toilet and the cat on top of the toilet|there is a black and white cat drinking from a toilet
508846,000000508846.jpg,http://images.cocodataset.org/train2017/000000508846.jpg,A cat lays in an uninstalled bathroom sink outside.|Gray cat lying in white sink in grassy area.|A gray cat is sitting inside of a sink.|A cat hiding in a basket of some sort.
40842,000000040842.jpg,http://images.cocodataset.org/train2017/000000040842.jpg,Lazy cat on a workstation shelf above a computer monitor.|A cat laying on a shelf over a computer screen.
258523,000000258523.jpg,http://images.cocodataset.org/train2017/000000258523.jpg,"One black cat laying on top of the toilet lid.|A black cat is sleeping on top of a toilet.|A black cat is lying on the tank of a toilet.  
|A black cat laying on the tank of a toilet.|Black cat sleeping on the back of a toilet."
381323,000000381323.jpg,http://images.cocodataset.org/train2017/000000381323.jpg,A grey and black cat sitting next to sink in a bathroom.|A cat is sitting perched on the corner of a bathroom sink.|A grey tabby cat sitting on the sink in a bathroom|A cat sitting up on a counter in a room.|A cat sits on the edge of a bathroom sink.
174871,000000174871.jpg,http://images.cocodataset.org/train2017/000000174871.jpg,A mouse and cat sit on top of a dog.|a close up of a dog with a cat and a mouse on its back|A photograph of a cat and mouse on top of a dog.|Small dog with both a cat and a mouse riding on its back.
28903,000000028903.jpg,http://images.cocodataset.org/train2017/000000028903.jpg,A black and white photo of a small cat sitting on a toilet.|A cat sitting on a toilet with the lid closed.|Black and white photograph of a cat on a toilet.|A tabby cat sitting on the toilet in a bathroom.|A cat is sitting on a white toilet.
146767,000000146767.jpg,http://images.cocodataset.org/train2017/000000146767.jpg,a close up of a cat near a bowl|A cat laying next to a stainless steel bowl.|A grey cat is laying next to a metal bowl.|A gray cat laying on the floor next to a food dish.
300732,000000300732.jpg,http://images.cocodataset.org/train2017/000000300732.jpg,A cat sitting in front of his food bowl looking at the camera.|A black and white cat sitting on top of a table.|A black and white cat eating from a ceramic bowl.|A black cat standing over a glass bowl.
302292,000000302292.jpg,http://images.cocodataset.org/train2017/000000302292.jpg,A young man cuddling a small cat in his hands.|A man holding a small black and white cat in his hands and placing his face next to it.|A man holding a small cat in his hands.
465591,000000465591.jpg,http://images.cocodataset.org/train2017/000000465591.jpg,"A black, brown and white cat on toilet seat next to a shower.|A cat sitting on the seat of a toilet. |A furry cat sitting on top of a toilet bowl|Older cat is sitting on a toilet inside of the bathroom.|A very fluffy, calico-colored cat sits on the toilet seat. "
104150,000000104150.jpg,http://images.cocodataset.org/train2017/000000104150.jpg,"A cat is sleeping on a wooden chair|A black, grey and white cat sleeping on chair next to a table.|A cat is curled up, asleep, on a chair. |A cat sitting in a brown and red chair.|A gray and white cat curled up on a chair"
